00GE               20131205                                                                                   
0601GEC5N       20140101001890005000005000 0500000000001793   
0601GEC5N       20140101001895005000005000 0500000000001797   
0601GEC5N       20140101001900005000005000 0500000000001802   
0601GEC5N       20140101001905005000005000 0500000000001806   
0601GEC5N       20140101001910005000005000 0500000000001810   
0601GEC5N       20140101001915005000005000 0500000000001814   
0601GEC5N       20140101001920005000005000 0500000000001818   
0601GEC5N       20140101001925005000005000 0500000000001822   
0601GEC5N       20140101001930005000005000 0500000000001827   
0601GEC5N       20140101001935005000005000 0500000000001831   
0601GEC5N       20140101001940005000005000 0500000000001835   
0601GEC5N       20140101001945005000005000 0500000000001839   
0601GEC5N       20140101001950005000005000 0500000000001843   
0601GEC5N       20140101001955005000005000 0500000000001847   
0601GEC5N       20140101001960005000005000 0500000000001851   
0601GEC5N       20140101001965005000010000 0500000000001857   
0601GEC5N       20140101001975005000010000 0500000000001864   
0601GEC5N       20140101001985005000010000 0500000000001872   
0601GEC5N       20140101001995005000010000 0500000000001880   
0601GEC5N       20140101002005005000010000 0500000000001888   
0601GEC5N       20140101002015005000010000 0500000000001895   
0601GEC5N       20140101002025005000010000 0500000000001903   
0601GEC5N       20140101002035005000010000 0500000000001910   
0601GEC5N       20140101002045005000010000 0500000000001918   
0601GEC5N       20140101002055005000010000 0500000000001925   
0601GEC5N       20140101002065005000010000 0500000000001932   
0601GEC5N       20140101002075005000010000 0500000000001940   
0601GEC5N       20140101002085005000010000 0500000000001947   
0601GEC5N       20140101002095005000010000 0500000000001954   
0601GEC5N       20140101002105005000010000 0500000000001961   
0601GEC5N       20140101002115005000010000 0500000000001968   
0601GEC5N       20140101002125005000010000 0500000000001975   
0601GEC5N       20140101002135005000010000 0500000000001982   
0601GEC5N       20140101002145005000010000 0500000000001988   
0601GEC5N       20140101002155005000010000 0500000000001995   
0601GEC5N       20140101002165005000010000 0500000000002002   
0601GEC5N       20140101002175005000010000 0500000000002008   
0601GEC5N       20140101002185005000010000 0500000000002015   
0601GEC5N       20140101002195005000010000 0500000000002021   
0601GEC5N       20140101002205005000010000 0500000000002028   
0601GEC5N       20140101002215005000010000 0500000000002034   
0601GEC5N       20140101002225005000010000 0500000000002041   
0601GEC5N       20140101002235005000010000 0500000000002047   
0601GEC5N       20140101002245005000010000 0500000000002053   
0601GEC5N       20140101002255005000010000 0500000000002059   
0601GEC5N       20140101002265005000010000 0500000000002065   
0601GEC5N       20140101002275005000010000 0500000000002071   
0601GEC5N       20140101002285005000010000 0500000000002078   
0601GEC5N       20140101002295005000010000 0500000000002083   
0601GEC5N       20140101002305005000010000 0500000000002089   
0601GEC5N       20140101002315005000010000 0500000000002095   
0601GEC5N       20140101002325005000010000 0500000000002101   
0601GEC5N       20140101002335005000010000 0500000000002107   
0601GEC5N       20140101002345005000010000 0500000000002113   
0601GEC5N       20140101002355005000010000 0500000000002118   
0601GEC5N       20140101002365005000010000 0500000000002124   
0601GEC5N       20140101002375005000010000 0500000000002130   
0601GEC5N       20140101002385005000010000 0500000000002135   
0601GEC5N       20140101002395005000010000 0500000000002141   
0601GEC5N       20140101002405005000010000 0500000000002146   
0601GEC5N       20140101002415005000010000 0500000000002152   
0601GEC5N       20140101002425005000010000 0500000000002158   
0601GEC5N       20140101002435005000010000 0500000000002164   
0601GEC5N       20140101002445005000010000 0500000000002169   
0601GEC5N       20140101002455005000010000 0500000000002175   
0601GEC5N       20140101002465005000010000 0500000000002180   
0601GEC5N       20140101002475005000010000 0500000000002186   
0601GEC5N       20140101002485005000010000 0500000000002191   
0601GEC5N       20140101002495005000010000 0500000000002197   
0601GEC5N       20140101002505005000010000 0500000000002202   
0601GEC5N       20140101002515005000010000 0500000000002207   
0601GEC5N       20140101002525005000010000 0500000000002213   
0601GEC5N       20140101002535005000010000 0500000000002218   
0601GEC5N       20140101002545005000010000 0500000000002223   
0601GEC5N       20140101002555005000010000 0500000000002228   
0601GEC5N       20140101002565005000010000 0500000000002233   
0601GEC5N       20140101002575005000010000 0500000000002238   
0601GEC5N       20140101002585005000010000 0500000000002243   
0601GEC5N       20140101002595005000010000 0500000000002248   
0601GEC5N       20140101002605005000010000 0500000000002254   
0601GEC5N       20140101002615005000010000 0500000000002258   
0601GEC5N       20140101002625005000010000 0500000000002263   
0601GEC5N       20140101002635005000010000 0500000000002268   
0601GEC5N       20140101002645005000010000 0500000000002273   
0601GEC5N       20140101002655005000010000 0500000000002278   
0601GEC5N       20140101002665005000010000 0500000000002283   
0601GEC5N       20140101002675005000010000 0500000000002287   
0601GEC5N       20140101002685005000010000 0500000000002292   
0601GEC5N       20140101002695005000010000 0500000000002297   
0601GEC5N       20140101002705005000010000 0500000000002301   
0601GEC5N       20140101002715005000010000 0500000000002306   
0601GEC5N       20140101002725005000010000 0500000000002311   
0601GEC5N       20140101002735005000010000 0500000000002315   
0601GEC5N       20140101002745005000010000 0500000000002320   
0601GEC5N       20140101002755005000010000 0500000000002324   
0601GEC5N       20140101002765005000010000 0500000000002329   
0601GEC5N       20140101002775005000010000 0500000000002333   
0601GEC5N       20140101002785005000010000 0500000000002338   
0601GEC5N       20140101002795005000010000 0500000000002342   
0601GEC5N       20140101002805005000010000 0500000000002346   
0601GEC5N       20140101002815005000010000 0500000000002351   
0601GEC5N       20140101002825005000010000 0500000000002355   
0601GEC5N       20140101002835005000010000 0500000000002359   
0601GEC5N       20140101002845005000010000 0500000000002364   
0601GEC5N       20140101002855005000010000 0500000000002368   
0601GEC5N       20140101002865005000010000 0500000000002372   
0601GEC5N       20140101002875005000010000 0500000000002376   
0601GEC5N       20140101002885005000010000 0500000000002380   
0601GEC5N       20140101002895005000010000 0500000000002384   
0601GEC5N       20140101002905005000010000 0500000000002389   
0601GEC5N       20140101002915005000010000 0500000000002392   
0601GEC5N       20140101002925005000010000 0500000000002396   
0601GEC5N       20140101002935005000010000 0500000000002400   
0601GEC5N       20140101002945005000010000 0500000000002404   
0601GEC5N       20140101002955005000010000 0500000000002408   
0601GEC5N       20140101002965005000010000 0500000000002412   
0601GEC5N       20140101002975005000010000 0500000000002416   
0601GEC5N       20140101002985005000010000 0500000000002420   
0601GEC5N       20140101002995005000010000 0500000000002424   
0601GEC5N       20140101003005005000010000 0500000000002428   
0601GEC5N       20140101003015005000010000 0500000000002432   
0601GEC5N       20140101003025005000010000 0500000000002435   
0601GEC5N       20140101003035005000010000 0500000000002439   
0601GEC5N       20140101003045005000010000 0500000000002443   
0601GEC5N       20140101003055005000010000 0500000000002446   
0601GEC5N       20140101003065005000010000 0500000000002450   
0601GEC5N       20140101003075005000010000 0500000000002454   
0601GEC5N       20140101003085005000010000 0500000000002457   
0601GEC5N       20140101003095005000010000 0500000000002461   
0601GEC5N       20140101003105005000010000 0500000000002465   
0601GEC5N       20140101003115005000010000 0500000000002468   
0601GEC5N       20140101003125005000010000 0500000000002472   
0601GEC5N       20140101003135005000010000 0500000000002475   
0601GEC5N       20140101003145005000010000 0500000000002479   
0601GEC5N       20140101003155005000010000 0500000000002482   
0601GEC5N       20140101003165005000010000 0500000000002486   
0601GEC5N       20140101003175005000010000 0500000000002489   
0601GEC5N       20140101003185005000010000 0500000000002493   
0601GEC5N       20140101003195005000010000 0500000000002496   
0601GEC5N       20140101003205005000010000 0500000000002500   
0601GEC5N       20140101003215005000010000 0500000000002504   
0601GEC5N       20140101003225005000010000 0500000000002507   
0601GEC5N       20140101003235005000010000 0500000000002511   
0601GEC5N       20140101003245005000010000 0500000000002514   
0601GEC5N       20140101003255005000010000 0500000000002518   
0601GEC5N       20140101003265005000010000 0500000000002521   
0601GEC5N       20140101003275005000010000 0500000000002525   
0601GEC5N       20140101003285005000010000 0500000000002528   
0601GEC5N       20140101003295005000010000 0500000000002531   
0601GEC5N       20140101003305005000010000 0500000000002535   
0601GEC5N       20140101003315005000010000 0500000000002538   
0601GEC5N       20140101003325005000010000 0500000000002542   
0601GEC5N       20140101003335005000010000 0500000000002545   
0601GEC5N       20140101003345005000010000 0500000000002548   
0601GEC5N       20140101003355005000010000 0500000000002552   
0601GEC5N       20140101003365005000010000 0500000000002555   
0601GEC5N       20140101003375005000010000 0500000000002558   
0601GEC5N       20140101003385005000010000 0500000000002561   
0601GEC5N       20140101003395005000010000 0500000000002565   
0601GEC5N       20140101003405005000010000 0500000000002568   
0601GEC5N       20140101003415005000010000 0500000000002571   
0601GEC5N       20140101003425005000010000 0500000000002574   
0601GEC5N       20140101003435005000010000 0500000000002577   
0601GEC5N       20140101003445005000010000 0500000000002581   
0601GEC5N       20140101003455005000010000 0500000000002584   
0601GEC5N       20140101003465005000010000 0500000000002587   
0601GEC5N       20140101003475005000010000 0500000000002590   
