00GE               20131205                                                                                   
0601GEC4N       20140101003985005000010000 0400000000002793   
0601GEC4N       20140101003995005000010000 0400000000002796   
0601GEC4N       20140101004005005000010000 0400000000002798   
0601GEC4N       20140101004015005000010000 0400000000002800   
0601GEC4N       20140101004025005000010000 0400000000002803   
0601GEC4N       20140101004035005000010000 0400000000002805   
0601GEC4N       20140101004045005000010000 0400000000002807   
0601GEC4N       20140101004055005000010000 0400000000002810   
0601GEC4N       20140101004065005000010000 0400000000002812   
0601GEC4N       20140101004075005000010000 0400000000002814   
0601GEC4N       20140101004085005000010000 0400000000002817   
0601GEC4N       20140101004095005000010000 0400000000002819   
0601GEC4N       20140101004105005000010000 0400000000002821   
0601GEC4N       20140101004115005000010000 0400000000002823   
0601GEC4N       20140101004125005000010000 0400000000002826   
0601GEC4N       20140101004135005000010000 0400000000002828   
0601GEC4N       20140101004145005000010000 0400000000002830   
0601GEC4N       20140101004155005000010000 0400000000002832   
0601GEC4N       20140101004165005000010000 0400000000002834   
0601GEC4N       20140101004175005000010000 0400000000002837   
0601GEC4N       20140101004185005000010000 0400000000002839   
0601GEC4N       20140101004195005000010000 0400000000002841   
0601GEC4N       20140101004205005000010000 0400000000002843   
0601GEC4N       20140101004215005000010000 0400000000002845   
0601GEC4N       20140101004225005000010000 0400000000002847   
0601GEC4N       20140101004235005000010000 0400000000002850   
0601GEC4N       20140101004245005000010000 0400000000002852   
0601GEC4N       20140101004255005000010000 0400000000002854   
0601GEC4N       20140101004265005000010000 0400000000002856   
0601GEC4N       20140101004275005000010000 0400000000002858   
0601GEC4N       20140101004285005000010000 0400000000002860   
0601GEC4N       20140101004295005000010000 0400000000002862   
0601GEC4N       20140101004305005000010000 0400000000002864   
0601GEC4N       20140101004315005000010000 0400000000002866   
0601GEC4N       20140101004325005000010000 0400000000002868   
0601GEC4N       20140101004335005000010000 0400000000002870   
0601GEC4N       20140101004345005000010000 0400000000002872   
0601GEC4N       20140101004355005000010000 0400000000002874   
0601GEC4N       20140101004365005000010000 0400000000002876   
0601GEC4N       20140101004375005000010000 0400000000002878   
0601GEC4N       20140101004385005000010000 0400000000002880   
0601GEC4N       20140101004395005000010000 0400000000002882   
0601GEC4N       20140101004405005000010000 0400000000002884   
0601GEC4N       20140101004415005000010000 0400000000002886   
0601GEC4N       20140101004425005000010000 0400000000002888   
0601GEC4N       20140101004435005000010000 0400000000002890   
0601GEC4N       20140101004445005000010000 0400000000002892   
0601GEC4N       20140101004455005000010000 0400000000002894   
0601GEC4N       20140101004465005000010000 0400000000002896   
0601GEC4N       20140101004475005000010000 0400000000002898   
0601GEC4N       20140101004485005000010000 0400000000002900   
0601GEC4N       20140101004495005000010000 0400000000002902   
0601GEC4N       20140101004505005000010000 0400000000002904   
0601GEC4N       20140101004515005000010000 0400000000002905   
0601GEC4N       20140101004525005000010000 0400000000002907   
0601GEC4N       20140101004535005000010000 0400000000002909   
0601GEC4N       20140101004545005000010000 0400000000002911   
0601GEC4N       20140101004555005000010000 0400000000002913   
0601GEC4N       20140101004565005000010000 0400000000002915   
0601GEC4N       20140101004575005000010000 0400000000002917   
0601GEC4N       20140101004585005000010000 0400000000002919   
0601GEC4N       20140101004595005000010000 0400000000002920   
0601GEC4N       20140101004605005000010000 0400000000002922   
0601GEC4N       20140101004615005000010000 0400000000002924   
0601GEC4N       20140101004625005000010000 0400000000002926   
0601GEC4N       20140101004635005000010000 0400000000002928   
0601GEC4N       20140101004645005000010000 0400000000002929   
0601GEC4N       20140101004655005000010000 0400000000002931   
0601GEC4N       20140101004665005000010000 0400000000002933   
0601GEC4N       20140101004675005000010000 0400000000002935   
0601GEC4N       20140101004685005000010000 0400000000002936   
0601GEC4N       20140101004695005000010000 0400000000002938   
0601GEC4N       20140101004705005000010000 0400000000002940   
0601GEC4N       20140101004715005000010000 0400000000002942   
0601GEC4N       20140101004725005000010000 0400000000002943   
0601GEC4N       20140101004735005000010000 0400000000002945   
0601GEC4N       20140101004745005000010000 0400000000002947   
0601GEC4N       20140101004755005000010000 0400000000002949   
0601GEC4N       20140101004765005000010000 0400000000002950   
0601GEC4N       20140101004775005000010000 0400000000002952   
0601GEC4N       20140101004785005000010000 0400000000002954   
0601GEC4N       20140101004795005000010000 0400000000002955   
0601GEC4N       20140101004805005000010000 0400000000002957   
0601GEC4N       20140101004815005000010000 0400000000002959   
0601GEC4N       20140101004825005000010000 0400000000002960   
0601GEC4N       20140101004835005000020000 0400000000002963   
0601GEC4N       20140101004855005000020000 0400000000002966   
0601GEC4N       20140101004875005000020000 0400000000002969   
0601GEC4N       20140101004895005000020000 0400000000002973   
0601GEC4N       20140101004915005000020000 0400000000002976   
0601GEC4N       20140101004935005000020000 0400000000002979   
0601GEC4N       20140101004955005000020000 0400000000002982   
0601GEC4N       20140101004975005000020000 0400000000002986   
0601GEC4N       20140101004995005000020000 0400000000002989   
0601GEC4N       20140101005015005000020000 0400000000002992   
0601GEC4N       20140101005035005000020000 0400000000002996   
0601GEC4N       20140101005055005000020000 0400000000002999   
0601GEC4N       20140101005075005000020000 0400000000003002   
0601GEC4N       20140101005095005000020000 0400000000003006   
0601GEC4N       20140101005115005000020000 0400000000003009   
0601GEC4N       20140101005135005000020000 0400000000003012   
0601GEC4N       20140101005155005000020000 0400000000003015   
0601GEC4N       20140101005175005000020000 0400000000003019   
0601GEC4N       20140101005195005000020000 0400000000003022   
0601GEC4N       20140101005215005000020000 0400000000003025   
0601GEC4N       20140101005235005000020000 0400000000003028   
0601GEC4N       20140101005255005000020000 0400000000003031   
0601GEC4N       20140101005275005000020000 0400000000003034   
0601GEC4N       20140101005295005000020000 0400000000003038   
0601GEC4N       20140101005315005000020000 0400000000003041   
0601GEC4N       20140101005335005000020000 0400000000003044   
0601GEC4N       20140101005355005000020000 0400000000003047   
0601GEC4N       20140101005375005000020000 0400000000003050   
0601GEC4N       20140101005395005000020000 0400000000003054   
0601GEC4N       20140101005415005000020000 0400000000003057   
0601GEC4N       20140101005435005000020000 0400000000003060   
0601GEC4N       20140101005455005000020000 0400000000003063   
0601GEC4N       20140101005475005000020000 0400000000003066   
0601GEC4N       20140101005495005000020000 0400000000003069   
0601GEC4N       20140101005515005000020000 0400000000003072   
0601GEC4N       20140101005535005000020000 0400000000003076   
0601GEC4N       20140101005555005000020000 0400000000003079   
0601GEC4N       20140101005575005000020000 0400000000003081   
0601GEC4N       20140101005595005000020000 0400000000003085   
0601GEC4N       20140101005615005000020000 0400000000003088   
0601GEC4N       20140101005635005000020000 0400000000003090   
0601GEC4N       20140101005655005000020000 0400000000003093   
0601GEC4N       20140101005675005000020000 0400000000003096   
0601GEC4N       20140101005695005000020000 0400000000003099   
0601GEC4N       20140101005715005000020000 0400000000003102   
0601GEC4N       20140101005735005000020000 0400000000003105   
0601GEC4N       20140101005755005000020000 0400000000003108   
0601GEC4N       20140101005775005000020000 0400000000003110   
0601GEC4N       20140101005795005000020000 0400000000003113   
0601GEC4N       20140101005815005000020000 0400000000003116   
0601GEC4N       20140101005835005000020000 0400000000003119   
0601GEC4N       20140101005855005000020000 0400000000003122   
0601GEC4N       20140101005875005000020000 0400000000003124   
0601GEC4N       20140101005895005000020000 0400000000003127   
0601GEC4N       20140101005915005000020000 0400000000003130   
0601GEC4N       20140101005935005000020000 0400000000003132   
0601GEC4N       20140101005955005000020000 0400000000003135   
0601GEC4N       20140101005975005000020000 0400000000003138   
0601GEC4N       20140101005995005000020000 0400000000003140   
0601GEC4N       20140101006015005000020000 0400000000003143   
0601GEC4N       20140101006035005000020000 0400000000003145   
0601GEC4N       20140101006055005000020000 0400000000003148   
0601GEC4N       20140101006075005000020000 0400000000003150   
0601GEC4N       20140101006095005000020000 0400000000003153   
0601GEC4N       20140101006115005000020000 0400000000003156   
0601GEC4N       20140101006135005000020000 0400000000003158   
0601GEC4N       20140101006155005000020000 0400000000003160   
0601GEC4N       20140101006175005000020000 0400000000003163   
0601GEC4N       20140101006195005000020000 0400000000003165   
0601GEC4N       20140101006215005000020000 0400000000003168   
0601GEC4N       20140101006235005000020000 0400000000003170   
0601GEC4N       20140101006255005000020000 0400000000003173   
0601GEC4N       20140101006275005000020000 0400000000003175   
0601GEC4N       20140101006295005000020000 0400000000003178   
0601GEC4N       20140101006315005000020000 0400000000003180   
0601GEC4N       20140101006335005000020000 0400000000003182   
0601GEC4N       20140101006355005000020000 0400000000003184   
0601GEC4N       20140101006375005000020000 0400000000003187   
0601GEC4N       20140101006395005000020000 0400000000003189   
0601GEC4N       20140101006415005000020000 0400000000003191   
0601GEC4N       20140101006435005000020000 0400000000003194   
0601GEC4N       20140101006455005000020000 0400000000003196   
0601GEC4N       20140101006475005000020000 0400000000003198   
0601GEC4N       20140101006495005000020000 0400000000003201   
0601GEC4N       20140101006515005000020000 0400000000003203   
0601GEC4N       20140101006535005000020000 0400000000003205   
0601GEC4N       20140101006555005000020000 0400000000003207   
0601GEC4N       20140101006575005000020000 0400000000003209   
0601GEC4N       20140101006595005000020000 0400000000003211   
0601GEC4N       20140101006615005000020000 0400000000003214   
0601GEC4N       20140101006635005000020000 0400000000003216   
0601GEC4N       20140101006655005000020000 0400000000003218   
0601GEC4N       20140101006675005000020000 0400000000003220   
0601GEC4N       20140101006695005000020000 0400000000003222   
0601GEC4N       20140101006715005000020000 0400000000003224   
0601GEC4N       20140101006735005000020000 0400000000003226   
0601GEC4N       20140101006755005000020000 0400000000003228   
0601GEC4N       20140101006775005000020000 0400000000003230   
0601GEC4N       20140101006795005000020000 0400000000003232   
0601GEC4N       20140101006815005000020000 0400000000003235   
0601GEC4N       20140101006835005000020000 0400000000003237   
0601GEC4N       20140101006855005000020000 0400000000003239   
0601GEC4N       20140101006875005000020000 0400000000003241   
0601GEC4N       20140101006895005000020000 0400000000003243   
0601GEC4N       20140101006915005000020000 0400000000003245   
0601GEC4N       20140101006935005000020000 0400000000003247   
0601GEC4N       20140101006955005000020000 0400000000003249   
0601GEC4N       20140101006975005000020000 0400000000003250   
0601GEC4N       20140101006995005000020000 0400000000003253   
0601GEC4N       20140101007015005000020000 0400000000003255   
0601GEC4N       20140101007035005000020000 0400000000003257   
0601GEC4N       20140101007055005000020000 0400000000003259   
0601GEC4N       20140101007075005000020000 0400000000003262   
0601GEC4N       20140101007095005000020000 0400000000003264   
0601GEC4N       20140101007115005000020000 0400000000003266   
0601GEC4N       20140101007135005000020000 0400000000003269   
0601GEC4N       20140101007155005000020000 0400000000003271   
0601GEC4N       20140101007175005000020000 0400000000003273   
0601GEC4N       20140101007195005000020000 0400000000003276   
0601GEC4N       20140101007215005000020000 0400000000003278   
0601GEC4N       20140101007235005000020000 0400000000003280   
0601GEC4N       20140101007255005000020000 0400000000003283   
0601GEC4N       20140101007275005000020000 0400000000003285   
0601GEC4N       20140101007295005000020000 0400000000003287   
0601GEC4N       20140101007315005000020000 0400000000003289   
0601GEC4N       20140101007335005000020000 0400000000003291   
0601GEC4N       20140101007355005000020000 0400000000003294   
0601GEC4N       20140101007375005000020000 0400000000003296   
0601GEC4N       20140101007395005000020000 0400000000003298   
0601GEC4N       20140101007415005000020000 0400000000003301   
0601GEC4N       20140101007435005000020000 0400000000003303   
0601GEC4N       20140101007455005000020000 0400000000003305   
0601GEC4N       20140101007475005000020000 0400000000003308   
0601GEC4N       20140101007495005000020000 0400000000003310   
0601GEC4N       20140101007515005000020000 0400000000003312   
0601GEC4N       20140101007535005000020000 0400000000003315   
0601GEC4N       20140101007555005000020000 0400000000003317   
0601GEC4N       20140101007575005000020000 0400000000003319   
0601GEC4N       20140101007595005000020000 0400000000003322   
0601GEC4N       20140101007615005000020000 0400000000003324   
0601GEC4N       20140101007635005000020000 0400000000003326   
0601GEC4N       20140101007655005000020000 0400000000003328   
0601GEC4N       20140101007675005000020000 0400000000003330   
0601GEC4N       20140101007695005000020000 0400000000003333   
0601GEC4N       20140101007715005000020000 0400000000003335   
0601GEC4N       20140101007735005000020000 0400000000003337   
0601GEC4N       20140101007755005000020000 0400000000003339   
0601GEC4N       20140101007775005000020000 0400000000003342   
0601GEC4N       20140101007795005000020000 0400000000003344   
0601GEC4N       20140101007815005000020000 0400000000003346   
0601GEC4N       20140101007835005000020000 0400000000003348   
0601GEC4N       20140101007855005000020000 0400000000003350   
0601GEC4N       20140101007875005000020000 0400000000003352   
0601GEC4N       20140101007895005000020000 0400000000003354   
0601GEC4N       20140101007915005000020000 0400000000003356   
0601GEC4N       20140101007935005000020000 0400000000003358   
0601GEC4N       20140101007955005000020000 0400000000003361   
0601GEC4N       20140101007975005000020000 0400000000003363   
0601GEC4N       20140101007995005000020000 0400000000003365   
0601GEC4N       20140101008015005000020000 0400000000003367   
0601GEC4N       20140101008035005000020000 0400000000003369   
0601GEC4N       20140101008055005000020000 0400000000003371   
0601GEC4N       20140101008075005000020000 0400000000003373   
0601GEC4N       20140101008095005000020000 0400000000003375   
0601GEC4N       20140101008115005000020000 0400000000003377   
0601GEC4N       20140101008135005000020000 0400000000003379   
0601GEC4N       20140101008155005000020000 0400000000003381   
0601GEC4N       20140101008175005000020000 0400000000003383   
0601GEC4N       20140101008195005000020000 0400000000003385   
0601GEC4N       20140101008215005000020000 0400000000003387   
0601GEC4N       20140101008235005000020000 0400000000003389   
0601GEC4N       20140101008255005000020000 0400000000003391   
0601GEC4N       20140101008275005000020000 0400000000003393   
0601GEC4N       20140101008295005000020000 0400000000003394   
0601GEC4N       20140101008315005999999999 0400000000003396   
0601GEC5N       20140101000000000000510000 0500000000000000   
0601GEC5N       20140101000510005000005000 0500000000000010   
0601GEC5N       20140101000515005000005000 0500000000000022   
0601GEC5N       20140101000520005000005000 0500000000000033   
0601GEC5N       20140101000525005000005000 0500000000000044   
0601GEC5N       20140101000530005000005000 0500000000000054   
0601GEC5N       20140101000535005000005000 0500000000000065   
0601GEC5N       20140101000540005000005000 0500000000000075   
0601GEC5N       20140101000545005000005000 0500000000000081   
0601GEC5N       20140101000550005000005000 0500000000000088   
0601GEC5N       20140101000555005000005000 0500000000000095   
0601GEC5N       20140101000560005000005000 0500000000000101   
0601GEC5N       20140101000565005000005000 0500000000000108   
0601GEC5N       20140101000570005000005000 0500000000000114   
0601GEC5N       20140101000575005000005000 0500000000000121   
0601GEC5N       20140101000580005000005000 0500000000000127   
0601GEC5N       20140101000585005000005000 0500000000000134   
0601GEC5N       20140101000590005000005000 0500000000000141   
0601GEC5N       20140101000595005000005000 0500000000000148   
0601GEC5N       20140101000600005000005000 0500000000000155   
0601GEC5N       20140101000605005000005000 0500000000000162   
0601GEC5N       20140101000610005000005000 0500000000000170   
0601GEC5N       20140101000615005000005000 0500000000000177   
0601GEC5N       20140101000620005000005000 0500000000000184   
0601GEC5N       20140101000625005000005000 0500000000000191   
0601GEC5N       20140101000630005000005000 0500000000000198   
0601GEC5N       20140101000635005000005000 0500000000000206   
0601GEC5N       20140101000640005000005000 0500000000000214   
0601GEC5N       20140101000645005000005000 0500000000000221   
0601GEC5N       20140101000650005000005000 0500000000000229   
0601GEC5N       20140101000655005000005000 0500000000000236   
0601GEC5N       20140101000660005000005000 0500000000000243   
0601GEC5N       20140101000665005000005000 0500000000000251   
0601GEC5N       20140101000670005000005000 0500000000000259   
0601GEC5N       20140101000675005000005000 0500000000000267   
0601GEC5N       20140101000680005000005000 0500000000000275   
0601GEC5N       20140101000685005000005000 0500000000000282   
0601GEC5N       20140101000690005000005000 0500000000000290   
0601GEC5N       20140101000695005000005000 0500000000000298   
0601GEC5N       20140101000700005000005000 0500000000000306   
0601GEC5N       20140101000705005000005000 0500000000000313   
0601GEC5N       20140101000710005000005000 0500000000000321   
0601GEC5N       20140101000715005000005000 0500000000000328   
0601GEC5N       20140101000720005000005000 0500000000000336   
0601GEC5N       20140101000725005000005000 0500000000000343   
0601GEC5N       20140101000730005000005000 0500000000000351   
0601GEC5N       20140101000735005000005000 0500000000000358   
0601GEC5N       20140101000740005000005000 0500000000000365   
0601GEC5N       20140101000745005000005000 0500000000000372   
0601GEC5N       20140101000750005000005000 0500000000000380   
0601GEC5N       20140101000755005000005000 0500000000000387   
0601GEC5N       20140101000760005000005000 0500000000000394   
0601GEC5N       20140101000765005000005000 0500000000000401   
0601GEC5N       20140101000770005000005000 0500000000000408   
0601GEC5N       20140101000775005000005000 0500000000000416   
0601GEC5N       20140101000780005000005000 0500000000000423   
0601GEC5N       20140101000785005000005000 0500000000000431   
0601GEC5N       20140101000790005000005000 0500000000000438   
0601GEC5N       20140101000795005000005000 0500000000000445   
0601GEC5N       20140101000800005000005000 0500000000000452   
0601GEC5N       20140101000805005000005000 0500000000000460   
0601GEC5N       20140101000810005000005000 0500000000000467   
0601GEC5N       20140101000815005000005000 0500000000000474   
0601GEC5N       20140101000820005000005000 0500000000000481   
0601GEC5N       20140101000825005000005000 0500000000000488   
0601GEC5N       20140101000830005000005000 0500000000000495   
0601GEC5N       20140101000835005000005000 0500000000000502   
0601GEC5N       20140101000840005000005000 0500000000000509   
0601GEC5N       20140101000845005000005000 0500000000000515   
0601GEC5N       20140101000850005000005000 0500000000000522   
0601GEC5N       20140101000855005000005000 0500000000000530   
0601GEC5N       20140101000860005000005000 0500000000000537   
0601GEC5N       20140101000865005000005000 0500000000000544   
0601GEC5N       20140101000870005000005000 0500000000000551   
0601GEC5N       20140101000875005000005000 0500000000000558   
0601GEC5N       20140101000880005000005000 0500000000000565   
0601GEC5N       20140101000885005000005000 0500000000000572   
0601GEC5N       20140101000890005000005000 0500000000000579   
0601GEC5N       20140101000895005000005000 0500000000000586   
0601GEC5N       20140101000900005000005000 0500000000000593   
0601GEC5N       20140101000905005000005000 0500000000000599   
0601GEC5N       20140101000910005000005000 0500000000000606   
0601GEC5N       20140101000915005000005000 0500000000000613   
0601GEC5N       20140101000920005000005000 0500000000000619   
0601GEC5N       20140101000925005000005000 0500000000000626   
0601GEC5N       20140101000930005000005000 0500000000000634   
0601GEC5N       20140101000935005000005000 0500000000000642   
0601GEC5N       20140101000940005000005000 0500000000000650   
0601GEC5N       20140101000945005000005000 0500000000000658   
0601GEC5N       20140101000950005000005000 0500000000000666   
0601GEC5N       20140101000955005000005000 0500000000000673   
0601GEC5N       20140101000960005000005000 0500000000000681   
0601GEC5N       20140101000965005000005000 0500000000000689   
0601GEC5N       20140101000970005000005000 0500000000000696   
0601GEC5N       20140101000975005000005000 0500000000000704   
0601GEC5N       20140101000980005000005000 0500000000000712   
0601GEC5N       20140101000985005000005000 0500000000000720   
0601GEC5N       20140101000990005000005000 0500000000000727   
0601GEC5N       20140101000995005000005000 0500000000000735   
0601GEC5N       20140101001000005000005000 0500000000000743   
0601GEC5N       20140101001005005000005000 0500000000000750   
0601GEC5N       20140101001010005000005000 0500000000000758   
0601GEC5N       20140101001015005000005000 0500000000000765   
0601GEC5N       20140101001020005000005000 0500000000000773   
0601GEC5N       20140101001025005000005000 0500000000000781   
0601GEC5N       20140101001030005000005000 0500000000000788   
0601GEC5N       20140101001035005000005000 0500000000000796   
0601GEC5N       20140101001040005000005000 0500000000000803   
0601GEC5N       20140101001045005000005000 0500000000000811   
0601GEC5N       20140101001050005000005000 0500000000000818   
0601GEC5N       20140101001055005000005000 0500000000000826   
0601GEC5N       20140101001060005000005000 0500000000000833   
0601GEC5N       20140101001065005000005000 0500000000000841   
0601GEC5N       20140101001070005000005000 0500000000000848   
0601GEC5N       20140101001075005000005000 0500000000000855   
0601GEC5N       20140101001080005000005000 0500000000000863   
0601GEC5N       20140101001085005000005000 0500000000000870   
0601GEC5N       20140101001090005000005000 0500000000000877   
0601GEC5N       20140101001095005000005000 0500000000000884   
0601GEC5N       20140101001100005000005000 0500000000000891   
0601GEC5N       20140101001105005000005000 0500000000000898   
0601GEC5N       20140101001110005000005000 0500000000000905   
0601GEC5N       20140101001115005000005000 0500000000000913   
0601GEC5N       20140101001120005000005000 0500000000000920   
0601GEC5N       20140101001125005000005000 0500000000000927   
0601GEC5N       20140101001130005000005000 0500000000000934   
0601GEC5N       20140101001135005000005000 0500000000000942   
0601GEC5N       20140101001140005000005000 0500000000000948   
0601GEC5N       20140101001145005000005000 0500000000000955   
0601GEC5N       20140101001150005000005000 0500000000000963   
0601GEC5N       20140101001155005000005000 0500000000000969   
0601GEC5N       20140101001160005000005000 0500000000000976   
0601GEC5N       20140101001165005000005000 0500000000000983   
0601GEC5N       20140101001170005000005000 0500000000000990   
0601GEC5N       20140101001175005000005000 0500000000000996   
0601GEC5N       20140101001180005000005000 0500000000001003   
0601GEC5N       20140101001185005000005000 0500000000001010   
0601GEC5N       20140101001190005000005000 0500000000001016   
0601GEC5N       20140101001195005000005000 0500000000001023   
0601GEC5N       20140101001200005000005000 0500000000001030   
0601GEC5N       20140101001205005000005000 0500000000001036   
0601GEC5N       20140101001210005000005000 0500000000001042   
0601GEC5N       20140101001215005000005000 0500000000001049   
0601GEC5N       20140101001220005000005000 0500000000001055   
0601GEC5N       20140101001225005000005000 0500000000001062   
0601GEC5N       20140101001230005000005000 0500000000001069   
0601GEC5N       20140101001235005000005000 0500000000001075   
0601GEC5N       20140101001240005000005000 0500000000001081   
0601GEC5N       20140101001245005000005000 0500000000001088   
0601GEC5N       20140101001250005000005000 0500000000001094   
0601GEC5N       20140101001255005000005000 0500000000001100   
0601GEC5N       20140101001260005000005000 0500000000001107   
0601GEC5N       20140101001265005000005000 0500000000001113   
0601GEC5N       20140101001270005000005000 0500000000001119   
0601GEC5N       20140101001275005000005000 0500000000001126   
0601GEC5N       20140101001280005000005000 0500000000001132   
0601GEC5N       20140101001285005000005000 0500000000001138   
0601GEC5N       20140101001290005000005000 0500000000001144   
0601GEC5N       20140101001295005000005000 0500000000001150   
0601GEC5N       20140101001300005000005000 0500000000001156   
0601GEC5N       20140101001305005000005000 0500000000001162   
0601GEC5N       20140101001310005000005000 0500000000001168   
0601GEC5N       20140101001315005000005000 0500000000001174   
0601GEC5N       20140101001320005000005000 0500000000001180   
0601GEC5N       20140101001325005000005000 0500000000001186   
0601GEC5N       20140101001330005000005000 0500000000001192   
0601GEC5N       20140101001335005000005000 0500000000001198   
0601GEC5N       20140101001340005000005000 0500000000001204   
0601GEC5N       20140101001345005000005000 0500000000001210   
0601GEC5N       20140101001350005000005000 0500000000001216   
0601GEC5N       20140101001355005000005000 0500000000001222   
0601GEC5N       20140101001360005000005000 0500000000001228   
0601GEC5N       20140101001365005000005000 0500000000001234   
0601GEC5N       20140101001370005000005000 0500000000001239   
0601GEC5N       20140101001375005000005000 0500000000001245   
0601GEC5N       20140101001380005000005000 0500000000001251   
0601GEC5N       20140101001385005000005000 0500000000001257   
0601GEC5N       20140101001390005000005000 0500000000001263   
0601GEC5N       20140101001395005000005000 0500000000001269   
0601GEC5N       20140101001400005000005000 0500000000001274   
0601GEC5N       20140101001405005000005000 0500000000001280   
0601GEC5N       20140101001410005000005000 0500000000001286   
0601GEC5N       20140101001415005000005000 0500000000001291   
0601GEC5N       20140101001420005000005000 0500000000001297   
0601GEC5N       20140101001425005000005000 0500000000001303   
0601GEC5N       20140101001430005000005000 0500000000001308   
0601GEC5N       20140101001435005000005000 0500000000001314   
0601GEC5N       20140101001440005000005000 0500000000001320   
0601GEC5N       20140101001445005000005000 0500000000001326   
0601GEC5N       20140101001450005000005000 0500000000001331   
0601GEC5N       20140101001455005000005000 0500000000001337   
0601GEC5N       20140101001460005000005000 0500000000001343   
0601GEC5N       20140101001465005000005000 0500000000001348   
0601GEC5N       20140101001470005000005000 0500000000001355   
0601GEC5N       20140101001475005000005000 0500000000001360   
0601GEC5N       20140101001480005000005000 0500000000001366   
0601GEC5N       20140101001485005000005000 0500000000001372   
0601GEC5N       20140101001490005000005000 0500000000001378   
0601GEC5N       20140101001495005000005000 0500000000001383   
0601GEC5N       20140101001500005000005000 0500000000001390   
0601GEC5N       20140101001505005000005000 0500000000001396   
0601GEC5N       20140101001510005000005000 0500000000001402   
0601GEC5N       20140101001515005000005000 0500000000001408   
0601GEC5N       20140101001520005000005000 0500000000001414   
0601GEC5N       20140101001525005000005000 0500000000001420   
0601GEC5N       20140101001530005000005000 0500000000001426   
0601GEC5N       20140101001535005000005000 0500000000001432   
0601GEC5N       20140101001540005000005000 0500000000001438   
0601GEC5N       20140101001545005000005000 0500000000001444   
0601GEC5N       20140101001550005000005000 0500000000001450   
0601GEC5N       20140101001555005000005000 0500000000001456   
0601GEC5N       20140101001560005000005000 0500000000001461   
0601GEC5N       20140101001565005000005000 0500000000001468   
0601GEC5N       20140101001570005000005000 0500000000001474   
0601GEC5N       20140101001575005000005000 0500000000001479   
0601GEC5N       20140101001580005000005000 0500000000001485   
0601GEC5N       20140101001585005000005000 0500000000001491   
0601GEC5N       20140101001590005000005000 0500000000001497   
0601GEC5N       20140101001595005000005000 0500000000001503   
0601GEC5N       20140101001600005000005000 0500000000001508   
0601GEC5N       20140101001605005000005000 0500000000001514   
0601GEC5N       20140101001610005000005000 0500000000001520   
0601GEC5N       20140101001615005000005000 0500000000001525   
0601GEC5N       20140101001620005000005000 0500000000001530   
0601GEC5N       20140101001625005000005000 0500000000001536   
0601GEC5N       20140101001630005000005000 0500000000001542   
0601GEC5N       20140101001635005000005000 0500000000001547   
0601GEC5N       20140101001640005000005000 0500000000001553   
0601GEC5N       20140101001645005000005000 0500000000001558   
0601GEC5N       20140101001650005000005000 0500000000001563   
0601GEC5N       20140101001655005000005000 0500000000001569   
0601GEC5N       20140101001660005000005000 0500000000001574   
0601GEC5N       20140101001665005000005000 0500000000001579   
0601GEC5N       20140101001670005000005000 0500000000001585   
0601GEC5N       20140101001675005000005000 0500000000001590   
0601GEC5N       20140101001680005000005000 0500000000001595   
0601GEC5N       20140101001685005000005000 0500000000001601   
0601GEC5N       20140101001690005000005000 0500000000001606   
0601GEC5N       20140101001695005000005000 0500000000001611   
0601GEC5N       20140101001700005000005000 0500000000001616   
0601GEC5N       20140101001705005000005000 0500000000001621   
0601GEC5N       20140101001710005000005000 0500000000001626   
0601GEC5N       20140101001715005000005000 0500000000001632   
0601GEC5N       20140101001720005000005000 0500000000001636   
0601GEC5N       20140101001725005000005000 0500000000001641   
0601GEC5N       20140101001730005000005000 0500000000001647   
0601GEC5N       20140101001735005000005000 0500000000001651   
0601GEC5N       20140101001740005000005000 0500000000001656   
0601GEC5N       20140101001745005000005000 0500000000001661   
0601GEC5N       20140101001750005000005000 0500000000001666   
0601GEC5N       20140101001755005000005000 0500000000001671   
0601GEC5N       20140101001760005000005000 0500000000001676   
0601GEC5N       20140101001765005000005000 0500000000001681   
0601GEC5N       20140101001770005000005000 0500000000001685   
0601GEC5N       20140101001775005000005000 0500000000001690   
0601GEC5N       20140101001780005000005000 0500000000001695   
0601GEC5N       20140101001785005000005000 0500000000001699   
0601GEC5N       20140101001790005000005000 0500000000001704   
0601GEC5N       20140101001795005000005000 0500000000001709   
0601GEC5N       20140101001800005000005000 0500000000001713   
0601GEC5N       20140101001805005000005000 0500000000001718   
0601GEC5N       20140101001810005000005000 0500000000001723   
0601GEC5N       20140101001815005000005000 0500000000001727   
0601GEC5N       20140101001820005000005000 0500000000001732   
0601GEC5N       20140101001825005000005000 0500000000001736   
0601GEC5N       20140101001830005000005000 0500000000001741   
0601GEC5N       20140101001835005000005000 0500000000001746   
0601GEC5N       20140101001840005000005000 0500000000001750   
0601GEC5N       20140101001845005000005000 0500000000001754   
0601GEC5N       20140101001850005000005000 0500000000001759   
0601GEC5N       20140101001855005000005000 0500000000001763   
0601GEC5N       20140101001860005000005000 0500000000001767   
0601GEC5N       20140101001865005000005000 0500000000001772   
0601GEC5N       20140101001870005000005000 0500000000001776   
0601GEC5N       20140101001875005000005000 0500000000001780   
0601GEC5N       20140101001880005000005000 0500000000001785   
0601GEC5N       20140101001885005000005000 0500000000001789   
